;1;0;1;2;2;2;1;0;1;1;2;2;1;1;1;2;2;2;1;1;2;2;2;0;2;1;2;0;1;0;0;0;1;1;0;0;1;0;2;0;2;2;0;2;1;1;1;1;0;1;1;0;1;1;1;2
;2;2;0;2;0;1;1;1;1;1;1;1;2;2;2;1;2;1;1;0;2;0;2;1;0;0;2;2;2;2;1;2;0;0;2;1;1;1;0;1;0;2;1;2;1;2;1;0;1;1;0;1;2;0;2;1
;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;True;False;True;True;True;False;False;True;True;False;True;False
;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;True;True;True;True;False;False;True;False;False;True;True;True;False;True;False;True
;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;True;True;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False
;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;True;True;True;False;True;True;True;False;False;True;True;False;True
0;283.8088539058554;53.59984282215412;4130.437833824615;78.93894247104089;25.678326257316176;64.17003951892526;328.15586509322304;39.497234510469085;20.734512047546737;80.15816851657002;0.8186152115166974;0.5857132374099964;3.4099946044528893;18.23269338350271;0.993340586200133;0.3970473263076418;1.3371242322269201;1.5608900211735603;71.65556536900421;166.46389443036878;0.013289382547346778;86.9711847472894;0.43080800028257626;0.0;0.0;260.0152812073582;0.23605516043368877;1.6542709114648677;55.75936472325357;3.404481649052427;0.988500664855283;0.7091482078547774;62.315318311846745;313.94126387807955;10.676057238721308;0.0003892951981062345;1.599029194634173;1.499748454109227;0.017225604316644418;1.8118678563452453;0.0;0.17381283374568374;0.9546788497327675;8.495156081112684;1.190525607195714;2.3605629335794642;0.45238030130276335;0.5211071666842656;0.5517585029930062;0.0;11.484146627624261;1.4211649239218662;2.7574819210169896;4.212477838050436;2.2593837567598993;18.840367480209895
1;244.92852293245633;335.29315030634655;345.38396577268696;66.32188409234578;7.744375888235035;78.39577821495776;1280.191364187063;4644.641980266125;8.214852888057907;0.9050171913659179;0.6605622792112958;45.30425493280034;3.6828442931158127;0.5097366245186744;2.2061994634582707;10.46617147635466;0.7884510540097573;0.3215766023951127;1.591293558177999;1.3398220210247678;0.8255188811444255;1.0607198169884284;1.174739386879261;41.26777488309167;0.0;2.5176108799090446;8.242307268716367;0.0;0.1328817132457016;5.530878898212896;0.0;0.0;100.11773273401116;2.8138122565280037;2290.5429610174833;0.0;1.104986598151208;28.22315733059586;0.0;122.77475857187983;3.7871603443843114;0.08624656463720796;0.0;1.5404385516703838;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;2030.7628797812415;2643.3301490063745;359.8663311717606;81.32526744829629;10.04559550218308;83.07698499202486;258.86318123810173;289.8524335648055;962.9493302154912;0.3209276539614172;0.9879973332240091;1.6151979001630599;104.82594610646892;0.04888632394711036;117.92027359092978;0.038212482326261295;31.173242698584986;44.612336182719105;4.638425252725785;0.0;19.29329683680889;0.7830607957760861;0.9340744049939236;-0.0005874326086275304;4.498603075749525;1.780638106610113;0.047746851362907364;110.44307563358029;1.4526438114387814;481.23730807546536;3.1881099853683432;46.42538162841792;57.90172038935244;0.8144209019134;7.465123426811713;0.0;0.32112997520694125;0.06152587877993669;0.0;2.1757530470287243;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;266.5954167701193;166.64025941060663;1411.185708626938;1167.268388668661;1319.4927019371644;1230.219578783499;264.2281784993462;132.54104955793716;17.120262847061923;1.8240237542516857;33.620497988028895;2.965819404306001;4.863341192967133;4.1029988958528465;1.7496657919930418;0.0020484004934845606;0.19437006414508737;0.23620595219549673;2.031190817136224;-0.007840013808473946;0.9484627385166801;0.0;50.629042882376304;0.0;0.0;1.3953845026146656;0.3261392946141173;3.972819758437063;2.65508953427119;0.5973680390134158;36.38626342463623;0.8194425743354012;3876.6037151468295;10.568429205521134;22.423699631874452;0.010299482860022252;13.274525218683323;1.2398352967959252;0.0;0.04624464319752818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.009062174172329;0.0;0.0;0.0;0.0;0.0;0.0
