;1;1;2;2;0;1;0;2;1;1;1;1;1;2;0;2;2;2;1;2;2;2;1;2;2;2;0;0;0;0;2;1;1;2;0;0;0;1;2;1;2;2;1;2;1;2;0;1;2;0;0;2;2;0;1;1;2;2;1;1;2;1;2;2;0;2;2;1;2;0;2;1;1
;1;0;1;2;2;2;1;0;1;2;2;2;2;1;1;0;2;2;1;2;1;1;1;1;2;0;2;1;1;2;0;0;1;0;1;2;2;0;1;0;1;0;1;1;0;2;2;1;0;1;1;2;0;1;2;1;2;0;2;2;1;1;1;0;2;1;2;0;2;1;1;1;2
;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;True;True;False;False;True;True;False;False;True;False;False;False;True;False;True;True;True;False;False;False;True;True;True;True;False;False;True;True;False;True;True
;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;False;True;True;False;True;True;True;False;True;False;False;True;True;False;False;False;True;False;True;True;True;True;True;True;False;False
;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;True;True;False;True;True;False;False;False;True;True;True;True;False;True;False;False;True;False;False;True;False;False
;False;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;True;True;True;True;False;True;False;True;True;False;True;False;True;False;False;True;False;False;True;True;False;False;True;True;False;False;False;False;True;False;False;False;False;True;True
0;-0.22405633761006535;1164.3888683681043;0.07193654487627223;0.743339560475739;0.4709044091364149;-0.04549368130386201;-0.13595008587885196;1.7316044307890035;-0.002502484513500497;-0.012062765434197731;0.0007239702708500104;-0.03796399702099;-0.0030113783843566362;0.0026530615566193747;-0.051950960171832074;0.01723821636360185;0.022868572621047953;0.013141493342816252;-0.009762089559577755;-0.14606582168979731;-0.0005;-0.09264491439296732;-0.03697300999;-0.0007639740265823914;0.8718289895497411;0.01723821636360185;1.5148875710385565;-0.005205429882235244;-0.0050980989016783;0.06827263510871924;-0.01999;-0.01;-0.02117173593876144;2.469933105084444;-0.006562723084272574;-0.0065414800000000006;-0.026011000000000003;59.27677673941501;0.004878008697223377;-0.0005;-0.01;0.014782999362964816;-0.01;-0.01;9.916268600193911;0.1346976913924442;-0.02700298;-0.00901;0.041655753736653825;0.0009795099999999998;-0.01;0.05653292071478253;0.004937529999999999;0.00049;-0.00802;-0.0009995;-0.01;-0.01;-0.01;-0.0005;0.00049;-0.0005;-0.00802;-0.01;-0.00802;-0.019000000000000003;0.04830786730046258;-0.0005;-0.00901;-0.007030000000000001;0.00049;-0.01;-0.01
1;-0.4009882028602317;-0.11587236957841965;1.322655726587386;0.9099491184242532;0.6467018550913757;-0.6542946773058583;327.1042256268311;0.9048521041241209;-0.003025258893564665;-0.08969070894294258;-0.016436386474274735;-0.02538239627061531;-0.0030360640637317124;0.027520559190137257;115.27992240992745;-0.05293798819776811;1.2571169407249223;0.9883329411297177;-0.04792108995001;0.906067039921465;0.04065237664686704;0.5047761542701191;0.13741401321925567;-0.03697399702099;-0.03796102999;-0.002579883581480001;0.01473357728957265;-0.21765277714483314;34.395162264785064;1.4798505073857315;0.019124982223702222;-0.0019970019995;-0.021523643824973532;0.1442656962087186;48.05238825561375;-0.00901;0.013266844133706357;-0.0005;0.0;-0.0005;-0.007030000000000001;0.00148;-0.00901;0.0014685304899999998;-0.00901;0.0;0.29714617657664744;-0.0005;-0.01;0.0;0.0;0.0;0.0;-0.00901;0.0;-0.01;0.0;0.0;-0.00802;-0.00901;0.0;-0.0005;0.0;0.0;0.24019571964999065;-0.00901;0.0;-0.01;-0.01;-0.00802;0.0;0.0;0.0
2;-0.6530475204150474;-0.13266824453276674;0.287526054827439;0.9204686239712166;381.06159056862185;-0.4003742651472763;0.15253773084618702;0.19103502346230583;0.05247806662924514;-0.015754462120236585;-0.0718252746802429;-0.025207204897755395;-0.001035864423637049;0.4884545766294217;0.0;0.002932659792652939;-0.24899822157743665;0.022585020683089;-0.02148491047708392;0.019151069187987497;-0.033021912071980006;0.0014685304899999998;-0.02144409882423727;0.0014685304899999998;0.012811893536818879;-0.08174849843533395;0.00591112591852;0.4869525775129118;-0.01;-0.5822708562951835;0.0014685304899999998;-0.0019970019995;-0.06288407009077518;0.028539210572217213;0.0;48.55988361495098;104.22270877299181;0.0;0.00049;-0.0009995;0.0;-0.00802;0.0;0.0;-0.00802;0.0;0.0;-0.00802;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.01;0.0;0.0;-0.0014985005;0.0;0.0;0.0;0.0;0.0;-0.019000000000000003;0.008263692036826064;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3;-0.5073541512138705;-0.09757870955978376;0.4638153031939469;0.910453162084059;-0.29095451684441664;-0.556336603036087;-0.24110967917971338;441.8259199258719;-0.018011979999999997;-0.015754462120236585;-0.010395662017647427;-0.02549278742903578;-0.04792603401199;-0.3256767144800691;-0.0024950049975005;179.5621587943917;0.03313449985622723;-0.17848964199886455;-0.012838792557775215;0.024959722886739952;0.003906307405727426;0.0024451048975504897;-0.019134028660754848;0.033328898752263365;0.0054255614800000004;204.61837478891317;-0.0757743935961651;-0.018855062855363224;-0.0005;-0.04141615189215614;59.032059454934206;-0.0019970019995;-0.02105460927326681;-0.7758440492757572;-0.00802;-0.0005;-0.0029925099925029995;0.0;0.0;-0.01;0.0;-0.00901;0.0;0.0;-0.002561758424679643;0.0;0.0;0.0;-0.00901;0.0;0.0;0.0;0.0;0.0;0.0;-0.0005;0.0;0.0;-0.0009995;0.0;0.0;0.0;0.0;0.0;-0.0005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
